Env ID,Method,Training timesteps,Mean reward,Std reward
Pendulum-v1,PPO,2000,-1161.2229879000001,292.1147638238468
Pendulum-v1,DDPG,2000,-1354.3324672,107.11613238112682
Pendulum-v1,SAC,2000,-1613.0910623999998,101.07950163938048
Pendulum-v1,TD3,2000,-1499.0546095000002,59.01781038885514
Pendulum-v1,TRPO,2000,-1293.8234212,326.9227236207839
