episode,timestep,reward,episode_length
0,36,31.178937911987305,36
1,75,33.70442199707031,39
2,106,26.773555755615234,31
3,143,32.68902587890625,37
4,179,29.75520896911621,36
5,228,38.461177825927734,49
6,271,34.089805603027344,43
7,311,33.34675598144531,40
8,347,29.395498275756836,36
9,394,38.933990478515625,47
10,430,31.269269943237305,36
11,465,26.591047286987305,35
12,505,30.95594596862793,40
13,544,30.97287940979004,39
14,574,23.689693450927734,30
15,621,39.33937454223633,47
16,661,34.64711380004883,40
17,698,27.219884872436523,37
18,728,25.409957885742188,30
19,762,28.668746948242188,34
20,797,28.205303192138672,35
21,832,30.978017807006836,35
22,870,33.21146774291992,38
23,918,39.48966979980469,48
24,960,30.386274337768555,42
25,1000,31.014801025390625,40
26,1037,27.789613723754883,37
27,1078,31.752355575561523,41
28,1118,33.7172737121582,40
29,1151,26.261911392211914,33
30,1183,25.39115333557129,32
31,1226,37.954856872558594,43
32,1265,32.125274658203125,39
33,1300,29.662267684936523,35
34,1341,30.80546760559082,41
35,1375,27.712236404418945,34
36,1413,31.78501319885254,38
37,1449,27.8322811126709,36
38,1484,29.562707901000977,35
39,1522,28.438926696777344,38
40,1555,25.59500503540039,33
41,1588,27.23491668701172,33
42,1636,34.940330505371094,48
43,1674,31.438791275024414,38
44,1719,36.8604621887207,45
45,1754,27.327383041381836,35
46,1789,30.24184226989746,35
47,1829,30.872432708740234,40
48,1873,36.890174865722656,44
49,1908,28.01612091064453,35
50,1954,41.46763229370117,46
51,1988,25.813753128051758,34
52,2031,35.79352951049805,43
53,2067,30.549327850341797,36
54,2105,29.51355743408203,38
55,2133,18.477088928222656,28
56,2175,33.96582794189453,42
57,2216,33.37358093261719,41
58,2252,27.77118682861328,36
59,2288,28.152685165405273,36
60,2326,31.572479248046875,38
61,2368,31.839624404907227,42
62,2410,31.80422592163086,42
63,2447,29.07499122619629,37
64,2489,26.6884765625,42
65,2518,22.756591796875,29
66,2554,29.90833854675293,36
67,2590,28.229637145996094,36
68,2637,39.1546745300293,47
69,2672,29.74726104736328,35
70,2715,32.95582580566406,43
71,2755,32.805908203125,40
72,2796,32.484375,41
73,2830,28.701400756835938,34
74,2874,37.74094009399414,44
75,2913,31.713397979736328,39
76,2952,34.0283203125,39
77,2977,21.584959030151367,25
78,3016,32.13693618774414,39
79,3055,30.65566635131836,39
80,3096,33.750789642333984,41
81,3144,31.4398193359375,48
82,3190,36.01749038696289,46
83,3236,38.43064498901367,46
84,3280,38.089046478271484,44
85,3322,33.93906021118164,42
86,3360,30.28677749633789,38
87,3396,27.573049545288086,36
88,3432,30.121843338012695,36
89,3480,37.38272476196289,48
90,3520,33.38008499145508,40
91,3561,30.44074058532715,41
92,3597,29.74005126953125,36
93,3635,26.486162185668945,38
94,3678,35.176666259765625,43
95,3716,33.88164520263672,38
96,3748,25.310209274291992,32
97,3781,27.370769500732422,33
98,3815,25.673809051513672,34
99,3852,32.876243591308594,37
100,3890,30.6393985748291,38
101,3920,25.595001220703125,30
102,3959,33.36111068725586,39
103,4005,36.92170333862305,46
104,4056,43.63062286376953,51
105,4090,29.051654815673828,34
106,4127,30.122623443603516,37
107,4164,29.066753387451172,37
108,4205,31.756969451904297,41
109,4249,37.58823776245117,44
