iteration,mean_reward
0,88.8487079
1,87.16664855
2,89.41290049999999
3,90.33051359999999
4,90.32840089999999
5,90.30805369999999
6,90.3215412
7,90.34523195
8,90.3846237
9,87.07590789999999
