iteration,mean_reward
0,212.79848890000002
1,232.87510379999998
2,167.9662371
3,34.2511557
4,34.6091006
5,222.50711690000003
6,31.541895000000004
7,228.54549609999998
8,229.83931079999996
9,230.55702300000002
