episode,timestep,reward,episode_length
0,44,38.06195831298828,44
1,90,38.59822463989258,46
2,132,35.46251678466797,42
3,164,26.806028366088867,32
4,205,33.52835464477539,41
5,242,31.76286506652832,37
6,287,37.36346435546875,45
7,331,36.28982925415039,44
8,363,27.88648223876953,32
9,411,39.9343147277832,48
10,454,30.363101959228516,43
11,498,38.88962936401367,44
12,534,28.3955020904541,36
13,572,33.66319274902344,38
14,610,32.70802688598633,38
15,649,32.141788482666016,39
16,683,28.8392276763916,34
17,718,29.298826217651367,35
18,752,26.26289176940918,34
19,790,32.59663391113281,38
20,835,38.31901931762695,45
21,882,32.72151184082031,47
22,922,34.49238204956055,40
23,960,33.51736831665039,38
24,993,26.199634552001953,33
25,1037,32.42435836791992,44
26,1086,44.75276184082031,49
27,1123,30.7734317779541,37
28,1171,42.82834243774414,48
29,1211,29.589290618896484,40
30,1253,36.131072998046875,42
31,1289,29.40230369567871,36
32,1324,29.31591796875,35
33,1363,34.83379364013672,39
34,1400,32.36186599731445,37
35,1442,35.07878875732422,42
36,1476,26.62124252319336,34
37,1515,33.20518493652344,39
38,1565,42.18258285522461,50
39,1598,28.91084098815918,33
40,1641,36.01435089111328,43
41,1679,33.469337463378906,38
42,1718,31.587364196777344,39
43,1759,36.33583450317383,41
44,1810,43.95149230957031,51
45,1859,44.578125,49
46,1893,28.71253204345703,34
47,1937,37.92706298828125,44
48,1974,30.272510528564453,37
49,2023,42.36228942871094,49
50,2060,31.2818546295166,37
51,2101,35.57469940185547,41
52,2139,31.903396606445312,38
53,2175,29.546018600463867,36
54,2216,31.590778350830078,41
55,2255,31.511653900146484,39
56,2301,38.0592041015625,46
57,2345,34.60050582885742,44
58,2385,34.177188873291016,40
59,2426,34.702125549316406,41
60,2460,29.18136215209961,34
61,2508,38.63914108276367,48
62,2556,35.490150451660156,48
63,2593,31.529647827148438,37
64,2638,37.40737533569336,45
65,2676,32.25455856323242,38
66,2712,30.852537155151367,36
67,2749,32.906715393066406,37
68,2787,32.77112579345703,38
69,2823,28.61912727355957,36
70,2863,34.41282653808594,40
71,2900,31.883056640625,37
72,2939,33.71300506591797,39
73,2987,39.90198516845703,48
74,3024,31.512996673583984,37
75,3064,31.406293869018555,40
76,3110,39.98447036743164,46
77,3153,35.81024169921875,43
78,3191,30.281536102294922,38
79,3230,29.34419059753418,39
80,3271,34.116146087646484,41
81,3305,29.05996322631836,34
82,3355,42.54997634887695,50
83,3394,35.162967681884766,39
84,3430,30.3082332611084,36
85,3468,32.841548919677734,38
86,3517,40.30403137207031,49
87,3563,38.26332092285156,46
88,3603,33.43324661254883,40
89,3648,38.836761474609375,45
90,3691,36.1253776550293,43
91,3737,39.98606491088867,46
92,3785,39.33028793334961,48
93,3824,32.13351058959961,39
94,3861,30.79305648803711,37
95,3896,30.57124900817871,35
96,3937,34.062984466552734,41
97,3977,35.737125396728516,40
98,4024,40.58060836791992,47
99,4062,32.276729583740234,38
100,4104,34.114051818847656,42
101,4145,34.74921798706055,41
102,4180,28.904211044311523,35
103,4227,37.008399963378906,47
104,4268,36.84447479248047,41
105,4304,27.25319480895996,36
106,4347,36.74665451049805,43
107,4401,38.174251556396484,54
108,4441,30.64754867553711,40
109,4490,39.51436996459961,49
110,4531,36.379425048828125,41
111,4571,33.26957702636719,40
112,4615,37.22176742553711,44
113,4650,30.546510696411133,35
114,4689,33.008392333984375,39
115,4723,29.136680603027344,34
116,4762,32.19559097290039,39
117,4793,25.902864456176758,31
118,4826,27.601184844970703,33
119,4875,40.88923645019531,49
120,4918,36.84608459472656,43
121,4965,42.58656692504883,47
122,5003,31.10982894897461,38
123,5045,34.915748596191406,42
124,5089,37.94450759887695,44
125,5127,32.57654571533203,38
126,5171,39.333351135253906,44
127,5216,36.460086822509766,45
128,5252,31.177978515625,36
129,5286,29.489364624023438,34
130,5324,29.19480323791504,38
131,5358,28.682613372802734,34
132,5400,35.66495895385742,42
133,5443,37.35307693481445,43
134,5482,31.99591064453125,39
135,5517,28.422983169555664,35
136,5555,30.01700210571289,38
137,5594,31.115718841552734,39
138,5628,29.26816177368164,34
139,5674,35.753990173339844,46
140,5723,43.19246292114258,49
141,5763,35.38089370727539,40
142,5803,33.7097282409668,40
143,5846,37.84024429321289,43
144,5884,31.234142303466797,38
145,5926,34.55978775024414,42
146,5966,35.09077835083008,40
147,6006,30.699172973632812,40
148,6047,34.51715850830078,41
149,6083,30.86629867553711,36
150,6120,30.538005828857422,37
151,6166,35.99460983276367,46
152,6219,46.15399932861328,53
153,6263,38.85358810424805,44
154,6305,35.07939529418945,42
155,6354,41.740577697753906,49
156,6399,38.99836349487305,45
157,6432,27.881559371948242,33
158,6471,33.09911346435547,39
159,6520,40.447566986083984,49
160,6568,42.65686798095703,48
161,6613,38.107635498046875,45
162,6656,35.979408264160156,43
163,6687,26.03316879272461,31
164,6730,37.09526824951172,43
165,6774,38.85784912109375,44
166,6813,32.99878692626953,39
167,6859,34.99276351928711,46
168,6902,35.587738037109375,43
169,6947,33.90615463256836,45
170,6988,35.56617736816406,41
171,7031,34.566627502441406,43
172,7073,35.747772216796875,42
173,7117,37.856204986572266,44
174,7153,30.772850036621094,36
175,7189,30.133712768554688,36
176,7233,37.6453742980957,44
177,7282,40.94960021972656,49
178,7322,33.7316780090332,40
179,7361,33.13329315185547,39
180,7402,36.10092544555664,41
181,7448,39.50217056274414,46
182,7500,43.89711380004883,52
183,7552,46.941925048828125,52
184,7593,34.699668884277344,41
185,7630,29.966398239135742,37
186,7671,35.557247161865234,41
187,7716,38.88433074951172,45
188,7759,37.64326477050781,43
189,7805,37.45773696899414,46
190,7848,37.4885139465332,43
191,7892,37.20463562011719,44
192,7933,33.86249542236328,41
193,7987,45.9537353515625,54
194,8036,40.39754867553711,49
195,8091,45.2622184753418,55
196,8139,41.16317367553711,48
