iteration,mean_reward
0,39.07433129999999
1,34.03446495
2,-6669.4850840499985
3,38.01156639999999
4,-223463.03366699995
5,34.03873025
6,39.088704050000004
7,-399440.60987955
8,34.1080916
9,-7650.905586699999
