number,value,state,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,user_attrs_best_mean_reward,duration,datetime_start,datetime_complete
0,402.1797790527344,COMPLETE,60,0.22454732657148824,0.02,0.8709383916135786,0.9817047066848911,0.003305339890866765,0.8233642278949378,20,480,"128,128",0.2526562751024645,402.1797790527344,0 days 00:30:50.317748,2026-05-28 11:44:44.591978,2026-05-28 12:15:34.909726
1,156.7593231201172,COMPLETE,240,0.19747429548074563,0.001,0.866559868183256,0.9888543062929437,3.727282913999819e-05,0.9295091885933924,20,1920,"256,256",0.263255849898457,156.7593231201172,0 days 00:24:38.527214,2026-05-28 12:15:34.921479,2026-05-28 12:40:13.448693
2,201.78298950195312,COMPLETE,320,0.2518798809979451,0.0001,0.9155275975629833,0.9874289638585066,0.0008322943699828479,0.7142800242211398,5,960,"128,128",0.5355139504275246,201.78298950195312,0 days 00:24:08.877203,2026-05-28 12:40:13.635900,2026-05-28 13:04:22.513103
3,171.567626953125,COMPLETE,60,0.17876678077826275,0.02,0.8812125370712298,0.9968935139343519,0.0028158226456660865,0.34441109795362235,5,480,"128,128",0.40679257642356215,171.567626953125,0 days 00:22:14.066397,2026-05-28 13:04:22.694271,2026-05-28 13:26:36.760668
4,131.2333526611328,COMPLETE,80,0.19704019827798736,0.1,0.9703502657583292,0.9883389392017949,1.552811015914485e-05,0.38144733966152966,20,480,"128,128",0.8470174962981964,131.2333526611328,0 days 00:24:48.323891,2026-05-28 13:26:36.942216,2026-05-28 13:51:25.266107
5,179.07606506347656,COMPLETE,160,0.09375024780430542,0.1,0.9525536296895452,0.9922247874904137,0.000560853464050818,0.3888957527558452,10,1920,"256,128",0.2971153448074245,179.07606506347656,0 days 00:24:02.047398,2026-05-28 13:51:25.455803,2026-05-28 14:15:27.503201
6,33.562721252441406,COMPLETE,60,0.2267232928386908,0.0001,0.8521001012358174,0.9981777864061671,7.307658394815223e-05,0.8596456802120613,5,960,"128,128,64",0.8314077040333514,33.562721252441406,0 days 00:35:36.799054,2026-05-28 14:15:27.692880,2026-05-28 14:51:04.491934
