number,value,state,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,user_attrs_best_mean_reward,duration,datetime_start,datetime_complete
0,278.93389892578125,COMPLETE,240,0.2778646043317679,0.001,0.9613278366141457,0.9907508883343549,0.00036058379858653,0.5589374818722544,15,1920,"128,128",0.761125197702369,278.93389892578125,0 days 00:28:19.380545,2026-05-28 11:44:43.843349,2026-05-28 12:13:03.223894
1,332.68231201171875,COMPLETE,320,0.2658836420011579,0.1,0.9282286986329539,0.9989134628850254,0.0038756628009844374,0.4477311070200615,10,960,"128,128,64",0.8260435672115218,332.68231201171875,0 days 00:26:38.941277,2026-05-28 12:13:03.239762,2026-05-28 12:39:42.181039
2,254.1952667236328,COMPLETE,120,0.09362591470687238,0.001,0.9512183261611374,0.9968338730069005,0.0009911515931581853,0.6197587937276356,10,1440,"128,128",0.6352471146439783,254.1952667236328,0 days 00:29:25.138335,2026-05-28 12:39:42.413237,2026-05-28 13:09:07.551572
3,432.5918884277344,COMPLETE,320,0.16155723869499738,0.02,0.8602329227050279,0.9820893661487932,0.0029242815617057686,0.8479218432146984,20,1920,"256,256",0.47265081835214257,432.5918884277344,0 days 00:31:31.601162,2026-05-28 13:09:07.768449,2026-05-28 13:40:39.369611
4,283.6268615722656,COMPLETE,480,0.22887962585525717,0.05,0.9485964614688756,0.9927745234010111,0.0010705518362579684,0.8435178442323914,15,1440,"128,128",0.7567714245620072,283.6268615722656,0 days 00:25:33.465083,2026-05-28 13:40:39.577100,2026-05-28 14:06:13.042183
5,301.1924133300781,COMPLETE,240,0.11335896748749981,0.02,0.9765281281600054,0.9840751552217265,0.0012205105147113189,0.5862336574189446,10,480,"128,128",0.5374085816815461,301.1924133300781,0 days 00:29:07.726028,2026-05-28 14:06:13.267437,2026-05-28 14:35:20.993465
