episode,timestep,reward,episode_length
0,43,37.41037368774414,43
1,87,35.22989273071289,44
2,131,37.34029769897461,44
3,182,43.96818923950195,51
4,234,38.76509475708008,52
5,275,34.67879867553711,41
6,321,33.19144058227539,46
7,376,39.97957992553711,55
8,435,44.17593002319336,59
9,480,37.94392013549805,45
10,523,36.79594802856445,43
11,563,33.35070037841797,40
12,616,40.43037033081055,53
13,654,32.64388656616211,38
14,715,49.613521575927734,61
15,765,42.59752655029297,50
16,804,33.966041564941406,39
17,848,38.444541931152344,44
18,887,29.691448211669922,39
19,941,48.16939926147461,54
20,990,38.012550354003906,49
21,1032,34.21723556518555,42
22,1072,33.01734924316406,40
23,1119,35.27991485595703,47
24,1165,38.96672439575195,46
25,1208,36.943416595458984,43
26,1249,33.12103271484375,41
27,1293,38.78852844238281,44
28,1345,44.052513122558594,52
29,1396,41.834716796875,51
30,1444,37.49021911621094,48
31,1492,38.06355285644531,48
32,1538,36.670745849609375,46
33,1586,35.54051971435547,48
34,1637,41.408145904541016,51
35,1692,44.6618766784668,55
36,1743,39.47995376586914,51
37,1795,44.46564865112305,52
38,1836,34.55411911010742,41
39,1885,38.78278350830078,49
40,1929,36.6920166015625,44
41,1973,34.28954315185547,44
42,2020,39.17497634887695,47
43,2061,34.06953048706055,41
44,2106,38.755157470703125,45
45,2145,31.840551376342773,39
46,2193,39.520389556884766,48
47,2240,40.25756072998047,47
48,2294,45.27727127075195,54
49,2343,40.11740493774414,49
50,2395,43.407005310058594,52
51,2442,35.790435791015625,47
52,2495,42.547943115234375,53
53,2534,32.79045486450195,39
54,2577,34.366477966308594,43
55,2626,40.33990478515625,49
56,2679,46.363826751708984,53
57,2721,36.1550407409668,42
58,2762,33.29462432861328,41
59,2805,37.31955337524414,43
60,2854,41.60517120361328,49
61,2904,42.23149108886719,50
62,2952,41.662078857421875,48
63,3002,34.821041107177734,50
64,3064,49.498321533203125,62
65,3111,40.66612243652344,47
66,3151,33.11707305908203,40
67,3203,43.89553451538086,52
68,3244,33.97415542602539,41
69,3299,41.019840240478516,55
70,3347,37.03407287597656,48
71,3398,41.11053466796875,51
72,3445,39.278076171875,47
73,3488,37.29682922363281,43
74,3533,38.026344299316406,45
