number,value,state,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,user_attrs_best_mean_reward,duration,datetime_start,datetime_complete
0,295.23382568359375,COMPLETE,480,0.187723982303111,0.05,0.9352026656561317,0.987943157998604,0.0008276490332410574,0.48367712012999436,20,480,"256,128",0.2009271440304446,295.23382568359375,0 days 00:27:02.231027,2026-05-28 11:44:44.061929,2026-05-28 12:11:46.292956
1,338.4466857910156,COMPLETE,480,0.20372969859116152,0.001,0.9176769671575575,0.9985899463448551,0.0038654143643235997,0.9253637007859234,10,960,"128,128,64",0.7605242648455133,338.4466857910156,0 days 00:27:51.424437,2026-05-28 12:11:46.303178,2026-05-28 12:39:37.727615
2,299.0228576660156,COMPLETE,60,0.13282674391320332,0.02,0.879882917190147,0.9844495876527899,0.00010996550116715341,0.6412396123672032,10,1920,"256,256",0.35569273148294933,299.0228576660156,0 days 00:29:13.206673,2026-05-28 12:39:37.930480,2026-05-28 13:08:51.137153
3,256.55194091796875,COMPLETE,60,0.08504892553423839,0.0,0.8710620192414846,0.9882477406960867,2.703312689605594e-05,0.8177896449312163,10,1920,"256,256",0.44776817195280955,256.55194091796875,0 days 00:29:08.701826,2026-05-28 13:08:51.335465,2026-05-28 13:38:00.037291
4,251.92214965820312,COMPLETE,60,0.08294184548215287,0.001,0.9017765590287915,0.9987273709216239,6.498395934094461e-05,0.8664361828226474,5,480,"256,256",0.8308314703291042,251.92214965820312,0 days 00:29:34.614449,2026-05-28 13:38:00.246202,2026-05-28 14:07:34.860651
5,333.85076904296875,COMPLETE,60,0.13430823557763394,0.1,0.9650300391831755,0.9939164898190229,2.043651794392239e-05,0.6365256248560602,10,1440,"128,128",0.2960996057368045,333.85076904296875,0 days 00:30:16.162668,2026-05-28 14:07:35.069863,2026-05-28 14:37:51.232531
