iteration,mean_reward
0,333.862627
1,107.5536495
2,333.862627
3,230.82153329999997
4,471.76568739999993
5,85.3328773
6,333.862627
7,333.862627
8,333.862627
9,333.862627
10,333.862627
11,333.862627
12,333.862627
13,333.862627
14,333.862627
15,115.51775650000002
16,119.34547760000001
17,333.862627
18,333.862627
19,333.862627
