iteration,mean_reward
0,333.862627
1,333.862627
2,475.10360629999997
3,93.3863808
4,333.862627
5,333.862627
6,474.1208567
7,281.9441041
8,333.862627
9,333.862627
10,333.862627
11,333.862627
