timesteps,episode_steps,mean_cgm,mean_action,mean_insulin,mean_proposed_insulin,mean_shielded_insulin,total_insulin,total_proposed_insulin,total_shielded_insulin,mean_iob,pct_tir_70_180,pct_above_250,pct_below_70,pct_shield_active,shield_count,total_reward,mean_reward
100000,284,235.19007873535156,-0.9997613430023193,0.0016791524831205606,0.0016791524831205606,0.0016791524831205606,0.4768792986869812,0.4768792986869812,0.4768792986869812,0.08311141282320023,43.309859154929576,44.71830985915493,0.0,0.0,0,172.00967407226562,0.6056678891181946
200000,279,242.9346466064453,-0.9999143481254578,0.0016779161524027586,0.0016779161524027586,0.0016779161524027586,0.46813860535621643,0.46813860535621643,0.46813860535621643,0.08123449236154556,41.21863799283154,47.67025089605735,0.0,0.0,0,164.1529998779297,0.5883619785308838
300000,244,228.76724243164062,-0.9347428679466248,0.00359274516813457,0.00359274516813457,0.00359274516813457,0.8766298294067383,0.8766298294067383,0.8766298294067383,0.10651879012584686,45.08196721311475,39.75409836065574,0.0,0.0,0,151.35577392578125,0.6203105449676514
400000,480,193.56993103027344,-0.7263504266738892,0.031824249774217606,0.031824249774217606,0.031824249774217606,15.275639533996582,15.275639533996582,15.275639533996582,0.5931714177131653,38.333333333333336,8.333333333333332,0.0,0.0,0,299.91900634765625,0.6248312592506409
500000,480,165.48193359375,-0.8616199493408203,0.043833207339048386,0.043833207339048386,0.043833207339048386,21.039939880371094,21.039939880371094,21.039939880371094,0.8301246762275696,71.66666666666667,0.0,0.0,0.0,0,389.94879150390625,0.812393307685852
600000,480,191.2208709716797,-0.8795174360275269,0.03496820852160454,0.03496820852160454,0.03496820852160454,16.784740447998047,16.784740447998047,16.784740447998047,0.6664765477180481,42.083333333333336,0.8333333333333334,0.0,0.0,0,309.35687255859375,0.6444934606552124
700000,480,165.4660186767578,-0.925991952419281,0.03822838515043259,0.03822838515043259,0.03822838515043259,18.349624633789062,18.349624633789062,18.349624633789062,0.7483299374580383,67.29166666666667,0.0,0.0,0.0,0,380.4334716796875,0.7925697565078735
800000,480,148.4951934814453,-0.920928418636322,0.05166460573673248,0.05166460573673248,0.05166460573673248,24.79901123046875,24.79901123046875,24.79901123046875,0.9713075757026672,82.29166666666666,0.0,3.3333333333333335,0.0,0,420.46337890625,0.8759653568267822
900000,480,147.98020935058594,-0.957073450088501,0.04825959727168083,0.04825959727168083,0.04825959727168083,23.16460609436035,23.16460609436035,23.16460609436035,0.8748999238014221,82.91666666666667,0.0,1.875,0.0,0,421.76116943359375,0.8786690831184387
1000000,480,117.93660736083984,-0.9317790865898132,0.050077684223651886,0.050077684223651886,0.050077684223651886,24.037288665771484,24.037288665771484,24.037288665771484,0.9314517378807068,73.95833333333334,0.0,21.875,0.0,0,384.58233642578125,0.8012132048606873
