iteration,mean_reward
0,87.52332615
1,86.26283070000002
2,86.29179079999999
3,86.62109730000002
4,86.23448970000001
5,94.44630104999999
6,87.11735159999999
7,87.15026655
8,87.1770804
9,87.20646380000001
