iteration,mean_reward
0,148.27128384999997
1,66.8216832
2,180.48822594999996
3,47.84870275
4,311.42461785000006
5,22.74855025
6,254.30154180000005
7,211.95268514999998
8,314.4444486
9,95.37216835
