timesteps,episode_steps,mean_cgm,mean_action,mean_insulin,mean_proposed_insulin,mean_shielded_insulin,total_insulin,total_proposed_insulin,total_shielded_insulin,mean_iob,pct_tir_70_180,pct_above_250,pct_below_70,pct_shield_active,shield_count,total_reward,mean_reward
100000,198,209.16769409179688,-0.9983727335929871,0.0016995810437947512,0.0016995810437947512,0.0016995810437947512,0.3365170359611511,0.3365170359611511,0.3365170359611511,0.09318387508392334,42.42424242424242,22.22222222222222,0.0,0.0,0,124.39776611328125,0.6282715201377869
200000,201,212.3994140625,-0.994929850101471,0.0021607703529298306,0.0021607703529298306,0.0021607703529298306,0.4343148469924927,0.4343148469924927,0.4343148469924927,0.09671676903963089,49.75124378109453,24.875621890547265,0.0,0.0,0,132.8035888671875,0.6607143878936768
300000,210,220.56625366210938,-0.996942400932312,0.0017735103610903025,0.0017735103610903025,0.0017735103610903025,0.37243717908859253,0.37243717908859253,0.37243717908859253,0.10819642245769501,33.33333333333333,24.285714285714285,0.0,0.0,0,120.83131408691406,0.5753872394561768
400000,213,218.45436096191406,-1.0,0.0016773133538663387,0.0016773133538663387,0.0016773133538663387,0.35726773738861084,0.35726773738861084,0.35726773738861084,0.07162892818450928,44.13145539906103,26.291079812206576,0.0,0.0,0,133.7611083984375,0.6279864311218262
500000,246,246.0118408203125,-1.0,0.0016773134702816606,0.0016773134702816606,0.0016773134702816606,0.41261911392211914,0.41261911392211914,0.41261911392211914,0.08410072326660156,45.9349593495935,45.52845528455284,0.0,0.0,0,149.3975830078125,0.6073072552680969
600000,480,170.29495239257812,-0.7022926211357117,0.03803952410817146,0.03803952410817146,0.03803952410817146,18.25897216796875,18.25897216796875,18.25897216796875,0.724014163017273,62.5,0.0,0.0,0.0,0,367.10955810546875,0.7648115754127502
700000,480,141.4228515625,-0.8974303007125854,0.041833359748125076,0.041833359748125076,0.041833359748125076,20.080013275146484,20.080013275146484,20.080013275146484,0.8036767244338989,78.125,0.0,0.0,0.0,0,410.14202880859375,0.8544625639915466
800000,480,158.6061248779297,-0.701216459274292,0.032961610704660416,0.032961610704660416,0.032961610704660416,15.821573257446289,15.821573257446289,15.821573257446289,0.636759877204895,67.91666666666667,0.0,0.0,0.0,0,385.56365966796875,0.8032576441764832
900000,480,142.8069305419922,-0.9608364105224609,0.030418487265706062,0.030418487265706062,0.030418487265706062,14.600873947143555,14.600873947143555,14.600873947143555,0.6055593490600586,74.58333333333333,0.0,4.791666666666667,0.0,0,399.5580749511719,0.8324126601219177
1000000,480,142.11949157714844,-0.9231751561164856,0.039571844041347504,0.039571844041347504,0.039571844041347504,18.99448585510254,18.99448585510254,18.99448585510254,0.7702659964561462,74.58333333333333,0.0,6.041666666666667,0.0,0,401.77923583984375,0.8370400667190552
1100000,480,142.2336883544922,-0.8322160243988037,0.04899342730641365,0.04899342730641365,0.04899342730641365,23.516845703125,23.516845703125,23.516845703125,0.9142407774925232,75.625,0.0,0.0,0.0,0,408.5830993652344,0.8512147665023804
1200000,480,142.60592651367188,-0.8471391201019287,0.04187123104929924,0.04187123104929924,0.04187123104929924,20.098190307617188,20.098190307617188,20.098190307617188,0.8173092007637024,78.125,0.0,0.8333333333333334,0.0,0,412.2403564453125,0.8588340878486633
1300000,480,137.00405883789062,-0.7886338829994202,0.038180042058229446,0.038180042058229446,0.038180042058229446,18.326419830322266,18.326419830322266,18.326419830322266,0.73899245262146,84.79166666666667,0.0,0.0,0.0,0,431.1644287109375,0.8982592225074768
1400000,480,124.55033874511719,-0.9673821926116943,0.046839721500873566,0.046839721500873566,0.046839721500873566,22.48306655883789,22.48306655883789,22.48306655883789,0.8999418616294861,91.45833333333333,0.0,6.041666666666667,0.0,0,446.2547302246094,0.9296973347663879
1500000,480,140.02957153320312,-0.8414257168769836,0.03927882760763168,0.03927882760763168,0.03927882760763168,18.853837966918945,18.853837966918945,18.853837966918945,0.771478533744812,84.16666666666667,0.0,1.0416666666666665,0.0,0,428.5868225097656,0.8928892016410828
1600000,480,142.4794464111328,-0.7939938306808472,0.03751937672495842,0.03751937672495842,0.03751937672495842,18.009300231933594,18.009300231933594,18.009300231933594,0.7161107659339905,79.79166666666667,0.0,0.0,0.0,0,416.17388916015625,0.8670289516448975
1700000,480,136.0937042236328,-0.9182971119880676,0.045921605080366135,0.045921605080366135,0.045921605080366135,22.042369842529297,22.042369842529297,22.042369842529297,0.8866655230522156,81.66666666666667,0.0,3.3333333333333335,0.0,0,421.4443664550781,0.8780090808868408
1800000,480,126.0887680053711,-0.9716413617134094,0.0445098876953125,0.0445098876953125,0.0445098876953125,21.36474609375,21.36474609375,21.36474609375,0.8626576662063599,93.54166666666667,0.0,1.25,0.0,0,450.893798828125,0.939362108707428
1900000,480,133.99673461914062,-0.9247965216636658,0.044934239238500595,0.044934239238500595,0.044934239238500595,21.568435668945312,21.568435668945312,21.568435668945312,0.8761699795722961,75.41666666666667,4.375,9.375,0.0,0,401.2638854980469,0.8359664082527161
2000000,480,147.43333435058594,-0.9554681181907654,0.04030578210949898,0.04030578210949898,0.04030578210949898,19.34677505493164,19.34677505493164,19.34677505493164,0.7819089889526367,77.08333333333334,0.0,0.0,0.0,0,411.6229248046875,0.8575477600097656
