episode,timestep,reward,episode_length
0,24,19.126216888427734,24
1,50,20.98826789855957,26
2,71,16.584142684936523,21
3,98,22.037817001342773,27
4,129,27.520824432373047,31
5,155,20.045846939086914,26
6,180,20.621089935302734,25
7,212,24.054994583129883,32
8,239,22.85942268371582,27
9,268,22.84026336669922,29
10,297,18.872583389282227,29
11,319,18.15324592590332,22
12,341,17.550765991210938,22
13,365,19.019399642944336,24
14,395,25.677032470703125,30
15,425,25.40260887145996,30
16,444,15.7451171875,19
17,473,24.471826553344727,29
18,497,19.613842010498047,24
19,530,29.61982536315918,33
20,555,19.5686092376709,25
21,583,22.143007278442383,28
22,605,17.684133529663086,22
23,641,30.182096481323242,36
24,666,17.489025115966797,25
25,703,32.8682975769043,37
26,734,27.498746871948242,31
27,763,23.959508895874023,29
28,787,19.661792755126953,24
29,815,22.901229858398438,28
30,838,18.667312622070312,23
31,861,19.48655891418457,23
32,887,21.012802124023438,26
33,913,21.609943389892578,26
34,945,26.339670181274414,32
35,969,19.410043716430664,24
36,994,21.031465530395508,25
37,1017,18.61869239807129,23
38,1043,21.9395694732666,26
39,1067,19.48541259765625,24
40,1091,20.555959701538086,24
41,1123,19.936077117919922,32
42,1144,16.154666900634766,21
43,1170,21.347335815429688,26
44,1200,24.902374267578125,30
45,1237,28.12888526916504,37
46,1262,20.07398796081543,25
47,1286,17.898069381713867,24
48,1314,22.360881805419922,28
49,1335,17.63154411315918,21
50,1359,20.631174087524414,24
51,1394,29.89495277404785,35
52,1433,33.83534622192383,39
53,1454,16.627559661865234,21
54,1486,23.71847152709961,32
55,1517,26.02262306213379,31
56,1548,23.548559188842773,31
57,1572,19.561649322509766,24
58,1596,19.653963088989258,24
59,1628,26.20524787902832,32
60,1658,23.340360641479492,30
61,1687,24.469844818115234,29
62,1710,17.070234298706055,23
63,1734,18.918336868286133,24
64,1756,17.515819549560547,22
65,1792,28.81501007080078,36
66,1811,14.733745574951172,19
67,1844,29.24501609802246,33
68,1870,20.87689781188965,26
69,1894,19.61109161376953,24
70,1918,20.08295249938965,24
71,1946,21.90652847290039,28
72,1975,25.159503936767578,29
73,2001,19.85390853881836,26
74,2033,26.964384078979492,32
75,2063,20.684396743774414,30
76,2084,16.03497886657715,21
77,2122,32.03324508666992,38
78,2147,19.983951568603516,25
79,2175,24.222715377807617,28
80,2204,23.653789520263672,29
81,2236,26.42621612548828,32
82,2265,23.82876205444336,29
83,2287,17.51106834411621,22
84,2310,17.988698959350586,23
85,2337,21.527179718017578,27
86,2365,21.830772399902344,28
87,2397,27.6026668548584,32
88,2420,18.074016571044922,23
89,2442,17.506881713867188,22
90,2471,24.46880340576172,29
91,2504,25.689908981323242,33
92,2534,25.461076736450195,30
93,2559,20.02459716796875,25
94,2593,26.63295555114746,34
95,2623,26.607810974121094,30
96,2650,21.014366149902344,27
97,2675,20.677623748779297,25
98,2705,24.07965087890625,30
99,2735,25.54819679260254,30
100,2763,23.90020179748535,28
101,2782,15.712084770202637,19
102,2805,18.1837100982666,23
103,2833,24.00279998779297,28
104,2865,24.209373474121094,32
105,2889,19.060829162597656,24
106,2926,31.352252960205078,37
107,2945,15.697355270385742,19
108,2970,20.886308670043945,25
109,2996,22.062238693237305,26
110,3028,27.50784683227539,32
111,3055,21.823068618774414,27
112,3082,22.070066452026367,27
113,3104,18.53691291809082,22
114,3129,20.587636947631836,25
115,3154,20.54889488220215,25
116,3180,21.4666805267334,26
117,3220,31.97829246520996,40
118,3254,29.014934539794922,34
119,3284,24.893795013427734,30
120,3311,21.84596824645996,27
121,3337,21.080625534057617,26
122,3367,24.785446166992188,30
123,3388,17.46872901916504,21
124,3417,21.95587158203125,29
125,3448,26.03033447265625,31
126,3474,21.088905334472656,26
127,3505,24.33439064025879,31
128,3530,19.027179718017578,25
129,3556,20.903902053833008,26
130,3582,21.480953216552734,26
131,3611,22.953506469726562,29
132,3642,24.72056007385254,31
133,3668,20.861919403076172,26
134,3690,18.64375877380371,22
135,3711,17.097105026245117,21
136,3736,18.41244125366211,25
137,3766,23.378076553344727,30
138,3796,24.35958480834961,30
139,3833,30.36690902709961,37
140,3860,22.757537841796875,27
141,3886,21.046222686767578,26
142,3912,21.903533935546875,26
143,3943,25.989091873168945,31
144,3970,21.477867126464844,27
145,4000,23.273059844970703,30
146,4022,16.545175552368164,22
147,4051,23.948497772216797,29
148,4076,21.017290115356445,25
149,4105,22.826980590820312,29
150,4132,22.847583770751953,27
151,4156,19.00119972229004,24
152,4192,31.812849044799805,36
153,4226,28.239587783813477,34
154,4247,17.58547592163086,21
