iteration,mean_reward
0,327.36638229999994
1,323.70678555
2,169.31146625000002
3,334.13444719999995
4,293.2872409
5,310.16599195000003
6,265.66528005
7,320.88239104999997
8,306.1572014
9,306.4529494
