episode,timestep,reward,episode_length
0,43,26.10527229309082,43
1,69,19.149808883666992,26
2,92,18.91356658935547,23
3,121,21.18734359741211,29
4,145,17.008302688598633,24
5,170,21.558216094970703,25
6,207,23.292095184326172,37
7,232,19.864004135131836,25
8,259,20.619508743286133,27
9,286,22.308929443359375,27
10,308,17.595726013183594,22
11,338,22.995529174804688,30
12,365,22.806415557861328,27
13,397,26.579349517822266,32
14,429,26.671920776367188,32
15,459,22.42625617980957,30
16,483,19.30966567993164,24
17,508,19.7027645111084,25
18,537,23.39628028869629,29
19,571,27.756057739257812,34
20,594,18.459083557128906,23
21,620,20.582670211791992,26
22,654,27.739093780517578,34
23,676,17.436695098876953,22
24,709,27.149721145629883,33
25,739,24.806743621826172,30
26,763,18.66895866394043,24
27,789,21.190383911132812,26
28,826,32.071834564208984,37
29,853,22.78536605834961,27
30,874,16.964445114135742,21
31,913,32.2919807434082,39
32,942,23.121536254882812,29
33,971,23.32294273376465,29
34,997,21.163015365600586,26
35,1026,23.012022018432617,29
36,1056,25.540735244750977,30
37,1081,19.92851448059082,25
38,1106,20.70183563232422,25
39,1131,21.878372192382812,25
40,1155,20.398151397705078,24
41,1194,27.397964477539062,39
42,1221,21.30756378173828,27
43,1243,18.52809715270996,22
44,1266,18.500221252441406,23
45,1292,21.15950584411621,26
46,1318,20.61517906188965,26
47,1338,16.54160499572754,20
48,1372,28.60061264038086,34
49,1399,20.418071746826172,27
50,1425,21.868375778198242,26
51,1459,23.147716522216797,34
52,1480,17.025022506713867,21
53,1507,22.583948135375977,27
54,1528,16.40837287902832,21
55,1560,25.108104705810547,32
56,1585,20.323667526245117,25
57,1614,24.309768676757812,29
58,1639,19.206356048583984,25
59,1666,21.10312271118164,27
60,1693,23.27094268798828,27
61,1722,19.433460235595703,29
62,1745,19.166946411132812,23
63,1768,18.78727912902832,23
64,1801,27.27884292602539,33
65,1824,18.263626098632812,23
66,1850,20.58193588256836,26
67,1872,17.314237594604492,22
68,1899,20.973756790161133,27
69,1929,21.280723571777344,30
70,1955,20.76919174194336,26
71,1982,21.118009567260742,27
72,2014,26.529481887817383,32
73,2040,20.3604736328125,26
74,2064,18.737415313720703,24
75,2089,20.242942810058594,25
76,2115,20.98489761352539,26
77,2143,22.632160186767578,28
78,2173,24.28676414489746,30
79,2198,20.794055938720703,25
80,2224,20.402729034423828,26
81,2252,22.666362762451172,28
82,2285,24.534587860107422,33
83,2310,19.770301818847656,25
84,2338,21.941452026367188,28
85,2361,16.590726852416992,23
86,2388,20.560659408569336,27
87,2413,19.916685104370117,25
88,2437,17.92062759399414,24
89,2469,26.458675384521484,32
90,2494,20.60672950744629,25
91,2516,16.71880531311035,22
