timesteps,episode_steps,mean_cgm,mean_action,mean_insulin,mean_proposed_insulin,mean_shielded_insulin,total_insulin,total_proposed_insulin,total_shielded_insulin,mean_iob,pct_tir_70_180,pct_above_250,pct_below_70,pct_shield_active,shield_count,total_reward,mean_reward
100000,216,228.94052124023438,-0.9980801939964294,0.001710335724055767,0.001710335724055767,0.001710335724055767,0.3694325089454651,0.3694325089454651,0.3694325089454651,0.07348504662513733,45.83333333333333,29.166666666666668,0.0,0.0,0,134.4329833984375,0.622374951839447
200000,266,261.5284729003906,-0.9988608956336975,0.001692196005024016,0.001692196005024016,0.001692196005024016,0.4501241445541382,0.4501241445541382,0.4501241445541382,0.09667815268039703,38.34586466165413,47.744360902255636,0.0,0.0,0,147.28201293945312,0.5536918044090271
300000,210,220.89471435546875,-0.9994204640388489,0.001681510009802878,0.001681510009802878,0.001681510009802878,0.35311710834503174,0.35311710834503174,0.35311710834503174,0.07759346812963486,45.714285714285715,25.238095238095237,0.0,0.0,0,132.6265411376953,0.6315549612045288
400000,480,156.5704803466797,-0.9679640531539917,0.04394280165433884,0.04394280165433884,0.04394280165433884,21.092544555664062,21.092544555664062,21.092544555664062,0.856482207775116,72.91666666666666,0.0,0.0,0.0,0,393.6372375488281,0.8200775980949402
500000,480,156.3343048095703,-0.9641473293304443,0.043167296797037125,0.043167296797037125,0.043167296797037125,20.72030258178711,20.72030258178711,20.72030258178711,0.8358263373374939,77.29166666666667,3.125,0.0,0.0,0,405.7152099609375,0.8452399969100952
600000,480,137.63665771484375,-0.9684037566184998,0.045771460980176926,0.045771460980176926,0.045771460980176926,21.970300674438477,21.970300674438477,21.970300674438477,0.8850557804107666,76.66666666666667,0.0,7.083333333333333,0.0,0,407.4866943359375,0.8489305973052979
700000,480,157.98606872558594,-0.8428003191947937,0.03691479191184044,0.03691479191184044,0.03691479191184044,17.719100952148438,17.719100952148438,17.719100952148438,0.7268796563148499,67.5,1.6666666666666667,0.0,0.0,0,383.5629577636719,0.7990894913673401
800000,480,139.78147888183594,-0.9761914610862732,0.043707627803087234,0.043707627803087234,0.043707627803087234,20.97966194152832,20.97966194152832,20.97966194152832,0.8235151767730713,82.70833333333333,0.0,2.2916666666666665,0.0,0,421.77801513671875,0.8787041902542114
900000,480,140.14820861816406,-0.9748319983482361,0.04443209618330002,0.04443209618330002,0.04443209618330002,21.32740592956543,21.32740592956543,21.32740592956543,0.8602816462516785,75.20833333333333,0.0,7.291666666666667,0.0,0,402.6737365722656,0.8389036059379578
1000000,480,135.00706481933594,-0.9640182256698608,0.051927462220191956,0.051927462220191956,0.051927462220191956,24.925182342529297,24.925182342529297,24.925182342529297,1.0016148090362549,73.33333333333333,0.0,7.5,0.0,0,395.5163269042969,0.8239923715591431
1100000,480,142.7410430908203,-0.9702860713005066,0.05428500473499298,0.05428500473499298,0.05428500473499298,26.05680274963379,26.05680274963379,26.05680274963379,1.0362714529037476,76.45833333333333,0.0,3.3333333333333335,0.0,0,405.9369201660156,0.8457019329071045
1200000,480,147.3881378173828,-0.949005663394928,0.04853678122162819,0.04853678122162819,0.04853678122162819,23.29765510559082,23.29765510559082,23.29765510559082,0.9283778071403503,73.75,0.0,2.5,0.0,0,399.1692199707031,0.8316025137901306
1300000,480,157.8406524658203,-0.9520849585533142,0.039668209850788116,0.039668209850788116,0.039668209850788116,19.040740966796875,19.040740966796875,19.040740966796875,0.7725096344947815,77.91666666666667,0.625,0.0,0.0,0,406.443603515625,0.8467575311660767
1400000,480,153.16946411132812,-0.8775257468223572,0.04124132916331291,0.04124132916331291,0.04124132916331291,19.79583740234375,19.79583740234375,19.79583740234375,0.791634202003479,80.625,0.8333333333333334,0.0,0.0,0,416.8659973144531,0.8684708476066589
1500000,480,159.1896514892578,-0.8908546566963196,0.038390956819057465,0.038390956819057465,0.038390956819057465,18.42765998840332,18.42765998840332,18.42765998840332,0.7497261166572571,69.375,0.0,0.0,0.0,0,388.4370422363281,0.8092438578605652
1600000,480,157.4148712158203,-0.9210434556007385,0.04580552503466606,0.04580552503466606,0.04580552503466606,21.986652374267578,21.986652374267578,21.986652374267578,0.8722715973854065,84.375,4.375,0.0,0.0,0,422.61798095703125,0.8804541230201721
1700000,145,116.83547973632812,-0.9256920218467712,0.04967890679836273,0.04967890679836273,0.04967890679836273,7.203441619873047,7.203441619873047,7.203441619873047,0.9831570386886597,74.48275862068967,0.0,25.517241379310345,0.0,0,113.66228485107422,0.7838778495788574
1800000,480,156.8316192626953,-0.8826784491539001,0.04245230183005333,0.04245230183005333,0.04245230183005333,20.377105712890625,20.377105712890625,20.377105712890625,0.817749559879303,71.875,0.0,0.0,0.0,0,394.6044616699219,0.8220926523208618
1900000,480,161.11373901367188,-0.8430190682411194,0.03714917600154877,0.03714917600154877,0.03714917600154877,17.83160400390625,17.83160400390625,17.83160400390625,0.7247081995010376,72.08333333333333,0.0,0.0,0.0,0,393.3249816894531,0.8194270730018616
2000000,480,150.0275421142578,-0.8847131133079529,0.047794412821531296,0.047794412821531296,0.047794412821531296,22.94131851196289,22.94131851196289,22.94131851196289,0.909066379070282,79.79166666666667,0.0,0.0,0.0,0,415.5941467285156,0.865821123123169
2100000,480,146.16604614257812,-0.9384925961494446,0.046581003814935684,0.046581003814935684,0.046581003814935684,22.3588809967041,22.3588809967041,22.3588809967041,0.9060047268867493,69.16666666666667,0.0,3.5416666666666665,0.0,0,386.28533935546875,0.8047611117362976
2200000,480,140.0856170654297,-0.9027811884880066,0.0397670604288578,0.0397670604288578,0.0397670604288578,19.08818817138672,19.08818817138672,19.08818817138672,0.7606577277183533,86.04166666666667,0.0,0.0,0.0,0,434.2702331542969,0.9047296643257141
2300000,480,142.51608276367188,-0.9221517443656921,0.04924774914979935,0.04924774914979935,0.04924774914979935,23.638919830322266,23.638919830322266,23.638919830322266,0.9386489987373352,81.25,0.0,0.0,0.0,0,421.2178955078125,0.8775373101234436
2400000,480,157.55245971679688,-0.8795280456542969,0.04615927115082741,0.04615927115082741,0.04615927115082741,22.156450271606445,22.156450271606445,22.156450271606445,0.897889256477356,66.45833333333333,0.0,1.25,0.0,0,381.1434020996094,0.7940487265586853
2500000,480,147.1907501220703,-0.9163699746131897,0.0505257286131382,0.0505257286131382,0.0505257286131382,24.252349853515625,24.252349853515625,24.252349853515625,0.9779805541038513,80.20833333333334,2.9166666666666665,2.9166666666666665,0.0,0,415.0960388183594,0.8647834062576294
2600000,480,138.9254913330078,-0.8727678656578064,0.04599660262465477,0.04599660262465477,0.04599660262465477,22.078369140625,22.078369140625,22.078369140625,0.8937224745750427,87.70833333333333,0.0,0.0,0.0,0,438.2740173339844,0.9130708575248718
2700000,480,143.64918518066406,-0.8775804042816162,0.04995696619153023,0.04995696619153023,0.04995696619153023,23.97934341430664,23.97934341430664,23.97934341430664,0.9613956809043884,83.125,0.0,0.0,0.0,0,424.47674560546875,0.8843265771865845
