number,value,state,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,user_attrs_best_mean_reward,duration,datetime_start,datetime_complete
0,313.6156921386719,COMPLETE,60,0.26104526375799514,0.0,0.9345967134105475,0.9980126700582663,4.144752458020232e-05,0.955905163294495,10.0,960,"256,256",0.4917595520696245,313.6156921386719,0 days 00:24:22.267711,2026-05-28 11:44:44.591990,2026-05-28 12:09:06.859701
1,45.8636589050293,COMPLETE,480,0.2880418039330314,0.02,0.8773040675837145,0.9867332750241591,0.00011663932351799223,0.774542611259543,5.0,1440,"128,128,64",0.4867151074637074,45.8636589050293,0 days 00:27:37.019404,2026-05-28 12:09:06.879949,2026-05-28 12:36:43.899353
2,43.07619857788086,COMPLETE,240,0.13474050723978764,0.01,0.8751739238857551,0.9903713932087379,1.0996246138949237e-05,0.6324588069127628,20.0,1440,"128,128,64",0.5743795324713952,43.07619857788086,0 days 00:28:49.863024,2026-05-28 12:36:44.151942,2026-05-28 13:05:34.014966
3,38.43955993652344,COMPLETE,480,0.18401521533020126,0.05,0.8632202989483861,0.9825323160439212,0.00022296134618516531,0.720064332209381,15.0,960,"256,128",0.7912624876946786,38.43955993652344,0 days 00:28:27.640045,2026-05-28 13:05:34.257814,2026-05-28 13:34:01.897859
4,46.37712478637695,COMPLETE,240,0.13540626252967647,0.001,0.8876324369833024,0.9814305483454774,0.00015010007277968057,0.5334004572211413,10.0,960,"128,128,64",0.4448580485488634,46.37712478637695,0 days 00:27:03.052004,2026-05-28 13:34:02.150989,2026-05-28 14:01:05.202993
5,,PRUNED,320,,,,,,,,1440,,,,0 days 00:00:00.000383,2026-05-28 14:01:05.475616,2026-05-28 14:01:05.475999
6,282.7880859375,COMPLETE,60,0.2717921571481686,0.001,0.8947166180850183,0.9992014293626005,9.360051155202512e-05,0.4782701938656616,15.0,480,"256,256",0.8357663631962036,282.7880859375,0 days 00:25:16.748179,2026-05-28 14:01:05.731682,2026-05-28 14:26:22.479861
7,384.357421875,COMPLETE,80,0.08943444753577821,0.01,0.9385386761501291,0.9930540224612533,0.004922835642193613,0.890655765881432,15.0,960,"128,128,64",0.49608350745254626,384.357421875,0 days 00:23:56.982640,2026-05-28 14:26:22.731596,2026-05-28 14:50:19.714236
