episode,timestep,reward,episode_length
0,35,29.63506507873535,35
1,65,24.84901237487793,30
2,97,24.42446517944336,32
3,126,24.63368034362793,29
4,155,19.765859603881836,29
5,185,24.85409164428711,30
6,217,26.544824600219727,32
7,259,34.68851089477539,42
8,298,30.66092300415039,39
9,326,23.967382431030273,28
10,350,20.2402286529541,24
11,381,26.814517974853516,31
12,417,30.835660934448242,36
13,452,28.69426727294922,35
14,488,28.4951229095459,36
15,518,24.092180252075195,30
16,553,29.725751876831055,35
17,583,22.81910514831543,30
18,620,31.214262008666992,37
19,645,20.844955444335938,25
20,673,23.00305938720703,28
21,700,23.72662353515625,27
22,737,30.78744888305664,37
23,771,29.785917282104492,34
24,801,22.825889587402344,30
25,831,26.31184196472168,30
26,858,21.857080459594727,27
27,887,23.950260162353516,29
28,916,23.713701248168945,29
29,943,23.543649673461914,27
30,971,21.369291305541992,28
31,1010,33.452186584472656,39
32,1042,28.210844039916992,32
33,1073,25.773357391357422,31
34,1109,30.909996032714844,36
35,1134,21.047868728637695,25
36,1166,26.733747482299805,32
37,1207,29.61870765686035,41
38,1242,30.18914031982422,35
39,1279,30.6634521484375,37
40,1317,33.420265197753906,38
41,1346,20.452852249145508,29
42,1380,28.219635009765625,34
43,1415,26.730005264282227,35
44,1446,26.446508407592773,31
45,1480,29.11069679260254,34
46,1509,23.74192237854004,29
47,1535,20.25156021118164,26
48,1574,34.01179122924805,39
49,1608,25.430648803710938,34
50,1649,34.70883560180664,41
51,1679,25.354393005371094,30
52,1711,27.127973556518555,32
53,1746,28.625364303588867,35
54,1776,25.211015701293945,30
55,1804,23.179521560668945,28
56,1837,26.354490280151367,33
57,1870,28.699934005737305,33
58,1897,21.937129974365234,27
59,1927,25.580293655395508,30
60,1960,27.119619369506836,33
61,1990,25.27839469909668,30
62,2019,23.672531127929688,29
63,2049,24.2591495513916,30
64,2080,22.908140182495117,31
65,2116,24.844928741455078,36
66,2151,29.769641876220703,35
67,2187,31.798988342285156,36
68,2217,25.904970169067383,30
69,2257,34.84703826904297,40
70,2287,24.623577117919922,30
71,2312,20.50017547607422,25
72,2357,39.70900344848633,45
73,2392,28.997819900512695,35
74,2427,25.706174850463867,35
75,2462,30.427553176879883,35
76,2500,28.121185302734375,38
77,2538,29.29051399230957,38
78,2572,28.710975646972656,34
79,2600,24.246517181396484,28
80,2626,19.459930419921875,26
81,2662,30.229433059692383,36
82,2687,18.96955680847168,25
83,2715,24.470895767211914,28
84,2751,30.330280303955078,36
85,2779,23.213743209838867,28
86,2812,27.086151123046875,33
87,2853,36.09111404418945,41
88,2883,25.05933952331543,30
89,2915,25.702760696411133,32
90,2951,30.906902313232422,36
91,2977,21.21327018737793,26
92,3007,25.639341354370117,30
93,3051,38.65669250488281,44
94,3080,24.107704162597656,29
95,3113,25.767383575439453,33
96,3140,22.571334838867188,27
97,3166,21.266183853149414,26
98,3197,25.863218307495117,31
99,3232,30.866731643676758,35
100,3260,24.216196060180664,28
101,3290,24.398836135864258,30
102,3318,23.074560165405273,28
103,3349,25.740440368652344,31
104,3383,27.420242309570312,34
105,3422,33.12599563598633,39
