number,value,state,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,user_attrs_best_mean_reward,duration,datetime_start,datetime_complete
0,263.3631286621094,COMPLETE,80,0.29941834216417557,0.1,0.9205434950711853,0.9970062676961701,0.0001324437373897994,0.3852926994316048,10,960,"128,128",0.42779951301617347,263.3631286621094,0 days 00:24:48.610866,2026-05-28 11:44:44.059224,2026-05-28 12:09:32.670090
1,466.6873474121094,COMPLETE,60,0.1452227160131847,0.0,0.910079840774431,0.9981401745187016,0.0020145804047383966,0.5463958371898662,20,480,"128,128,64",0.509888535896567,466.6873474121094,0 days 00:28:40.619035,2026-05-28 12:09:32.680153,2026-05-28 12:38:13.299188
2,36.842750549316406,COMPLETE,120,0.14318404128175677,0.1,0.905872522736653,0.9919485429249605,2.403246543325909e-05,0.5439073426162353,10,1440,"256,128",0.8196570799364329,36.842750549316406,0 days 00:32:19.821058,2026-05-28 12:38:13.579000,2026-05-28 13:10:33.400058
3,212.3017120361328,COMPLETE,480,0.13556576214538074,0.1,0.9348453666363974,0.988541179192607,0.00027652738642766677,0.8882180985717958,5,1920,"256,128",0.7015701560794585,212.3017120361328,0 days 00:26:31.986833,2026-05-28 13:10:33.695486,2026-05-28 13:37:05.682319
4,284.53143310546875,COMPLETE,60,0.18250956456657375,0.0001,0.8707345786671692,0.9927428681774954,0.0003649279807250965,0.7152567746617455,20,1440,"256,128",0.715719733226799,284.53143310546875,0 days 00:27:52.923365,2026-05-28 13:37:05.938941,2026-05-28 14:04:58.862306
5,241.40365600585938,COMPLETE,240,0.12058684226729667,0.05,0.8606789862981851,0.9964445235379903,8.462635897523475e-05,0.9239250839909714,5,1440,"256,256",0.8239100267821149,241.40365600585938,0 days 00:25:46.687677,2026-05-28 14:04:59.143745,2026-05-28 14:30:45.831422
6,332.20068359375,COMPLETE,80,0.1390713965592842,0.001,0.9805221464051763,0.9971177150443798,0.0018182889729576124,0.8455164018636157,15,480,"256,256",0.24497571591772105,332.20068359375,0 days 00:25:28.656446,2026-05-28 14:30:46.113465,2026-05-28 14:56:14.769911
