iteration,mean_reward
0,88.12519675
1,88.21181039999999
2,87.5437549
3,86.7181972
4,89.91418660000001
5,88.73165420000001
6,88.49139089999997
7,88.85171569999999
8,88.3527407
9,89.00333194999999
