number,value,state,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,user_attrs_best_mean_reward,duration,datetime_start,datetime_complete
0,423.54736328125,COMPLETE,120,0.2690952655827708,0.01,0.8895951708674054,0.9811430370318114,0.003502629222376726,0.9499976902536786,20,1440,"256,128",0.6367035865402335,423.54736328125,0 days 00:24:58.599463,2026-05-28 11:44:44.591961,2026-05-28 12:09:43.191424
1,358.6111755371094,COMPLETE,60,0.1305686700623277,0.02,0.9367868795849628,0.9981500767484223,0.0003931196914506999,0.3217094015432899,15,960,"256,128",0.8039824305707188,358.6111755371094,0 days 00:24:44.173819,2026-05-28 12:09:43.202177,2026-05-28 12:34:27.375996
2,312.4998779296875,COMPLETE,320,0.055020655399161664,0.1,0.8544961106156559,0.9990711451790822,0.001767438129679765,0.9479085310425461,10,1920,"256,128",0.2677638967304283,312.4998779296875,0 days 00:24:14.948661,2026-05-28 12:34:27.562092,2026-05-28 12:58:42.510753
3,29.04159164428711,COMPLETE,320,0.27361931544671625,0.1,0.9877295016259093,0.9983321758760331,0.0028626895632883295,0.4635549101828199,20,1920,"128,128,64",0.5532560939047941,29.04159164428711,0 days 00:32:33.115441,2026-05-28 12:58:42.691489,2026-05-28 13:31:15.806930
4,243.7227783203125,COMPLETE,480,0.20084757867684955,0.05,0.9408089450544306,0.9813184684254992,0.00040702506810844796,0.8364252999635957,15,480,"256,128",0.3268625820615278,243.7227783203125,0 days 00:21:54.082171,2026-05-28 13:31:15.987487,2026-05-28 13:53:10.069658
5,325.03826904296875,COMPLETE,480,0.2833966552307445,0.05,0.8938867198084047,0.9876821063812623,0.002241865627463244,0.8938355456414919,5,1440,"256,256",0.3226946131014093,325.03826904296875,0 days 00:22:32.782622,2026-05-28 13:53:10.251480,2026-05-28 14:15:43.034102
6,35.655906677246094,COMPLETE,240,0.16032097093553255,0.0001,0.8681430908018926,0.9869254861356104,7.496515409562439e-05,0.7085305950877574,5,960,"128,128,64",0.4001834216142684,35.655906677246094,0 days 00:31:09.746992,2026-05-28 14:15:43.223598,2026-05-28 14:46:52.970590
