Env ID,Method,Training timesteps,Mean reward,Std reward
Swimmer-v5,PPO,2000,28.0349532,2.6883169048613964
Swimmer-v5,DDPG,2000,17.212688699999998,6.541118928151407
Swimmer-v5,SAC,2000,35.2982123,1.3850208517579838
Swimmer-v5,TD3,2000,16.102505999999998,1.7235330185214326
Swimmer-v5,TRPO,2000,26.451570100000005,4.842721142247929
