episode,timestep,reward,episode_length
0,40,35.24639129638672,40
1,76,30.109617233276367,36
2,111,29.84923553466797,35
3,142,25.333885192871094,31
4,176,28.38822364807129,34
5,209,27.256155014038086,33
6,243,28.91063117980957,34
7,274,24.06451416015625,31
8,299,20.677120208740234,25
9,344,36.152957916259766,45
10,377,25.083765029907227,33
11,416,29.611892700195312,39
12,447,25.86246681213379,31
13,488,29.82417869567871,41
14,515,22.013065338134766,27
15,548,25.457706451416016,33
16,582,29.264835357666016,34
17,617,28.85570526123047,35
18,648,24.323434829711914,31
19,690,36.58938217163086,42
20,727,31.26469612121582,37
21,773,40.86831283569336,46
22,811,32.921958923339844,38
23,838,23.037857055664062,27
24,876,30.423503875732422,38
25,913,31.66259002685547,37
26,947,28.860660552978516,34
27,977,24.820072174072266,30
28,1013,28.79046058654785,36
29,1050,30.0352783203125,37
30,1078,22.137605667114258,28
31,1118,32.70296859741211,40
32,1157,30.996301651000977,39
33,1188,26.77108383178711,31
34,1226,30.17330551147461,38
35,1257,26.540008544921875,31
36,1291,27.206960678100586,34
37,1322,24.052270889282227,31
38,1350,24.398700714111328,28
39,1383,27.29299545288086,33
40,1412,23.389671325683594,29
41,1448,30.71894073486328,36
42,1493,35.51692199707031,45
43,1525,25.3465633392334,32
44,1567,31.617111206054688,42
45,1599,26.810823440551758,32
46,1634,24.51822280883789,35
47,1662,22.654247283935547,28
48,1711,39.67797088623047,49
49,1742,25.089599609375,31
50,1781,33.86856460571289,39
51,1821,33.57420349121094,40
52,1855,28.76350975036621,34
53,1893,32.84163284301758,38
54,1924,24.81036376953125,31
55,1968,35.94487762451172,44
56,2003,29.99338150024414,35
57,2045,35.2175407409668,42
58,2074,21.076414108276367,29
59,2104,25.209375381469727,30
60,2148,37.474639892578125,44
61,2188,34.31876754760742,40
62,2224,24.48589324951172,36
63,2254,24.95895004272461,30
64,2289,30.379926681518555,35
65,2322,23.880281448364258,33
66,2355,26.65398406982422,33
67,2400,40.171531677246094,45
68,2434,29.177413940429688,34
69,2463,23.850894927978516,29
70,2497,28.713531494140625,34
71,2531,29.03099822998047,34
72,2578,41.083797454833984,47
73,2614,27.305387496948242,36
74,2651,31.273679733276367,37
75,2682,25.463214874267578,31
76,2727,36.84244918823242,45
77,2761,25.949953079223633,34
78,2799,31.23586654663086,38
79,2832,26.339303970336914,33
80,2872,34.93614959716797,40
81,2917,40.833309173583984,45
82,2951,27.43315887451172,34
83,2986,23.831178665161133,35
84,3024,30.583837509155273,38
85,3063,35.04777908325195,39
86,3096,26.785253524780273,33
87,3135,33.111480712890625,39
88,3164,18.378293991088867,29
89,3196,24.364540100097656,32
90,3227,26.237550735473633,31
91,3259,25.963666915893555,32
92,3296,27.736326217651367,37
93,3336,29.940095901489258,40
94,3366,23.821258544921875,30
95,3397,24.305994033813477,31
96,3436,34.72708511352539,39
97,3465,23.827556610107422,29
98,3505,32.28712463378906,40
99,3540,30.380014419555664,35
100,3573,26.674413681030273,33
101,3607,28.347431182861328,34
102,3638,24.73537826538086,31
103,3675,29.29315948486328,37
104,3704,24.005088806152344,29
105,3747,37.76709747314453,43
106,3783,28.416465759277344,36
107,3819,29.58405303955078,36
108,3853,27.341899871826172,34
109,3886,25.655010223388672,33
110,3923,31.30129051208496,37
111,3957,28.311002731323242,34
112,3987,25.838233947753906,30
113,4023,25.84135627746582,36
114,4060,32.23845672607422,37
115,4096,31.59856605529785,36
116,4129,28.889263153076172,33
117,4163,27.681001663208008,34
118,4204,33.21872329711914,41
119,4242,29.533498764038086,38
120,4273,26.05590057373047,31
121,4308,27.640933990478516,35
122,4354,38.54700469970703,46
123,4383,24.104345321655273,29
124,4418,29.35487937927246,35
125,4449,25.324857711791992,31
126,4487,32.57884216308594,38
127,4523,28.54316520690918,36
128,4563,34.05695724487305,40
129,4598,27.85474395751953,35
130,4632,27.763378143310547,34
131,4666,29.06478500366211,34
132,4703,30.44588851928711,37
133,4739,26.680007934570312,36
134,4789,38.2203254699707,50
135,4822,27.465946197509766,33
136,4863,34.85798263549805,41
137,4894,25.493078231811523,31
138,4938,32.41755294799805,44
139,4981,35.44867706298828,43
140,5011,23.98354721069336,30
141,5049,32.98881530761719,38
142,5083,28.42705535888672,34
143,5129,40.33367919921875,46
144,5159,24.336496353149414,30
145,5197,32.17912673950195,38
146,5230,26.254724502563477,33
147,5296,46.361846923828125,66
148,5334,30.272602081298828,38
149,5377,36.82432556152344,43
150,5413,26.55246353149414,36
151,5452,32.14936828613281,39
152,5500,42.96393966674805,48
153,5534,28.915481567382812,34
154,5566,25.832521438598633,32
155,5607,33.26292419433594,41
156,5649,31.42657470703125,42
157,5689,30.354660034179688,40
158,5724,26.237194061279297,35
159,5754,24.97540855407715,30
160,5791,28.071653366088867,37
161,5841,44.65283966064453,50
162,5889,39.787086486816406,48
163,5927,32.118778228759766,38
164,5958,24.86150550842285,31
165,5993,28.868253707885742,35
166,6030,31.441904067993164,37
167,6063,26.807241439819336,33
168,6104,35.888919830322266,41
169,6142,31.636085510253906,38
170,6184,35.83892822265625,42
171,6219,30.43726921081543,35
172,6251,28.159011840820312,32
173,6301,42.569000244140625,50
174,6335,28.375041961669922,34
175,6369,28.368267059326172,34
176,6411,29.177751541137695,42
177,6449,31.852941513061523,38
178,6483,28.91766929626465,34
179,6513,25.385875701904297,30
180,6548,26.982494354248047,35
181,6586,22.817052841186523,38
182,6623,29.18586540222168,37
183,6661,31.967622756958008,38
184,6691,24.398771286010742,30
185,6726,26.073246002197266,35
186,6755,21.97473907470703,29
187,6788,25.494274139404297,33
188,6830,33.75588607788086,42
189,6874,34.18973922729492,44
190,6906,25.429292678833008,32
191,6943,27.99388313293457,37
192,6978,28.741783142089844,35
193,7016,31.577123641967773,38
194,7055,32.48876953125,39
195,7097,33.219444274902344,42
196,7140,36.52397918701172,43
197,7171,24.826065063476562,31
198,7201,24.816225051879883,30
199,7231,24.190322875976562,30
200,7271,33.0843620300293,40
201,7310,33.99576187133789,39
202,7356,40.163936614990234,46
203,7403,39.28232192993164,47
204,7454,43.6646614074707,51
205,7489,30.106319427490234,35
206,7526,31.841012954711914,37
207,7570,35.67112350463867,44
208,7599,23.99102020263672,29
209,7637,28.25118637084961,38
210,7671,29.651405334472656,34
211,7717,34.22295379638672,46
212,7772,47.23725128173828,55
213,7818,35.290531158447266,46
214,7870,45.07548141479492,52
215,7917,35.76408004760742,47
216,7962,38.7845573425293,45
217,7997,30.999095916748047,35
218,8034,31.69355583190918,37
219,8080,40.733211517333984,46
220,8125,39.04808807373047,45
221,8163,31.70231819152832,38
222,8216,45.5025749206543,53
223,8261,39.97868347167969,45
224,8309,39.240631103515625,48
225,8355,37.90040969848633,46
226,8400,38.03071212768555,45
227,8448,38.181392669677734,48
228,8495,38.920955657958984,47
229,8548,45.99888229370117,53
230,8586,32.354530334472656,38
231,8628,35.096214294433594,42
232,8684,38.88837432861328,56
233,8716,26.37200927734375,32
234,8757,33.18928527832031,41
235,8794,31.016090393066406,37
236,8831,30.81915283203125,37
237,8876,34.95892333984375,45
238,8913,31.676212310791016,37
239,8945,27.828582763671875,32
240,8984,34.66868209838867,39
241,9029,40.2950439453125,45
242,9069,30.897192001342773,40
243,9102,27.530134201049805,33
244,9145,37.73920440673828,43
245,9181,29.875957489013672,36
246,9217,28.047651290893555,36
247,9250,26.143278121948242,33
248,9290,35.60866165161133,40
249,9326,30.24062728881836,36
250,9379,46.52218246459961,53
251,9414,29.8095703125,35
252,9447,24.694229125976562,33
253,9490,35.040306091308594,43
254,9539,42.66164779663086,49
255,9600,55.349365234375,61
256,9641,35.77094268798828,41
257,9707,54.7833137512207,66
258,9743,29.88654899597168,36
259,9779,30.235971450805664,36
260,9842,52.850284576416016,63
261,9883,34.43247604370117,41
262,9927,34.80162048339844,44
263,9965,27.944435119628906,38
264,9998,26.379638671875,33
265,10050,40.409217834472656,52
266,10094,36.71369552612305,44
267,10135,34.212276458740234,41
268,10161,21.527433395385742,26
269,10214,44.320457458496094,53
270,10254,34.090118408203125,40
271,10307,46.40217590332031,53
272,10349,36.32856369018555,42
273,10386,29.57508659362793,37
274,10421,30.034059524536133,35
275,10464,35.497840881347656,43
276,10515,43.37492370605469,51
277,10552,30.523958206176758,37
278,10590,29.951847076416016,38
279,10635,33.14808654785156,45
280,10672,32.964778900146484,37
281,10718,35.38033676147461,46
282,10757,32.764930725097656,39
283,10790,27.964094161987305,33
284,10822,27.606531143188477,32
285,10860,31.936220169067383,38
286,10908,40.90304183959961,48
287,10964,48.88203430175781,56
288,11017,46.304298400878906,53
289,11051,28.218769073486328,34
290,11087,29.672353744506836,36
291,11125,31.726896286010742,38
292,11163,31.566831588745117,38
293,11212,43.31354522705078,49
294,11251,30.272754669189453,39
295,11301,41.997535705566406,50
296,11345,36.292057037353516,44
297,11392,39.16158676147461,47
298,11441,41.360015869140625,49
299,11485,39.05626678466797,44
300,11521,30.32408332824707,36
301,11563,35.59981918334961,42
302,11607,36.96328353881836,44
303,11643,26.947195053100586,36
304,11698,46.74007797241211,55
305,11746,38.94007873535156,48
306,11798,46.23410415649414,52
307,11843,38.45359420776367,45
308,11883,34.351165771484375,40
309,11948,50.18813705444336,65
310,11993,38.03073501586914,45
311,12040,40.6593132019043,47
312,12081,34.6882209777832,41
313,12122,31.175256729125977,41
314,12168,34.67660140991211,46
315,12211,36.15069580078125,43
316,12265,47.31092071533203,54
317,12328,55.07529830932617,63
318,12365,30.287675857543945,37
319,12421,48.68285369873047,56
320,12471,44.73588562011719,50
321,12512,31.09694480895996,41
322,12555,37.94210433959961,43
323,12592,29.981048583984375,37
324,12630,32.44493865966797,38
325,12686,51.4466552734375,56
326,12727,34.2030029296875,41
327,12766,31.057769775390625,39
328,12806,34.4179801940918,40
329,12846,30.589981079101562,40
330,12900,46.480796813964844,54
331,12954,38.44301223754883,54
332,12993,33.95771026611328,39
333,13068,57.6949462890625,75
334,13124,41.97172927856445,56
335,13158,26.437381744384766,34
336,13234,68.5254135131836,76
337,13272,32.83530044555664,38
338,13327,47.31882095336914,55
339,13363,26.539325714111328,36
340,13403,33.62206268310547,40
341,13452,42.14704895019531,49
342,13509,48.89958190917969,57
343,13564,48.193580627441406,55
344,13595,24.93328857421875,31
345,13640,40.62130355834961,45
346,13694,47.870723724365234,54
347,13760,56.501182556152344,66
348,13818,45.01215362548828,58
349,13868,34.30939865112305,50
350,13907,35.59782028198242,39
351,13947,32.32925796508789,40
352,13990,34.68478012084961,43
353,14026,30.45243263244629,36
354,14085,46.5172233581543,59
355,14131,40.94144821166992,46
356,14196,53.011497497558594,65
357,14258,52.429229736328125,62
358,14316,52.391845703125,58
359,14386,65.7303695678711,70
360,14451,53.523643493652344,65
361,14513,50.85939407348633,62
362,14550,30.94056510925293,37
363,14613,54.960018157958984,63
364,14687,66.38722229003906,74
