Complexity,Loss,Equation
1,0.026168218,"x26"
3,0.025975533,"x26 * 0.9704284"
5,0.023501951,"x26 + (x8 * -0.19587198)"
6,0.021428773,"sin((0.05651685 / x2) + x26)"
8,0.015422949,"sin((x26 + (0.1294794 / x2)) + -0.13479179)"
10,0.015280239,"sin(((0.12975763 / x2) + x26) + -0.13258144) * 1.0266875"
