timesteps,episode_steps,mean_cgm,mean_action,mean_insulin,mean_proposed_insulin,mean_shielded_insulin,total_insulin,total_proposed_insulin,total_shielded_insulin,mean_iob,pct_tir_70_180,pct_above_250,pct_below_70,pct_shield_active,shield_count,total_reward,mean_reward
100000,222,219.38006591796875,-1.0,0.0016773133538663387,0.0016773133538663387,0.0016773133538663387,0.3723635673522949,0.3723635673522949,0.3723635673522949,0.08921364694833755,44.5945945945946,29.27927927927928,0.0,0.0,0,139.66143798828125,0.6291055679321289
200000,480,174.61793518066406,-0.6605252623558044,0.01847110129892826,0.01847110129892826,0.01847110129892826,8.866128921508789,8.866128921508789,8.866128921508789,0.3655732274055481,64.79166666666667,4.166666666666666,0.0,0.0,0,370.6161193847656,0.7721168994903564
300000,480,149.34228515625,-0.5212154388427734,0.04447125643491745,0.04447125643491745,0.04447125643491745,21.346202850341797,21.346202850341797,21.346202850341797,0.8669970035552979,72.70833333333333,0.0,2.5,0.0,0,394.70361328125,0.8222991824150085
400000,480,148.86265563964844,-0.5925242304801941,0.04309770092368126,0.04309770092368126,0.04309770092368126,20.68689727783203,20.68689727783203,20.68689727783203,0.8401985168457031,72.91666666666666,1.4583333333333333,1.0416666666666665,0.0,0,395.9078063964844,0.8248079419136047
500000,480,149.3984832763672,-0.4761563539505005,0.04701991006731987,0.04701991006731987,0.04701991006731987,22.569557189941406,22.569557189941406,22.569557189941406,0.9015851616859436,70.0,0.0,6.875000000000001,0.0,0,386.7860412597656,0.8058042526245117
600000,480,131.50987243652344,-0.31560197472572327,0.04418587684631348,0.04418587684631348,0.04418587684631348,21.20922088623047,21.20922088623047,21.20922088623047,0.8607876896858215,86.875,0.0,0.0,0.0,0,436.336181640625,0.9090337157249451
700000,470,142.011962890625,-0.4087923765182495,0.04809371754527092,0.04809371754527092,0.04809371754527092,22.604047775268555,22.604047775268555,22.604047775268555,0.9272487759590149,83.61702127659575,0.0,2.127659574468085,0.0,0,415.161376953125,0.8833220601081848
800000,464,131.52525329589844,-0.4231657385826111,0.04947575554251671,0.04947575554251671,0.04947575554251671,22.956750869750977,22.956750869750977,22.956750869750977,0.9490297436714172,81.03448275862068,0.0,5.603448275862069,0.0,0,399.49627685546875,0.8609833717346191
900000,480,130.2252197265625,-0.33785417675971985,0.043461523950099945,0.043461523950099945,0.043461523950099945,20.86153221130371,20.86153221130371,20.86153221130371,0.8329971432685852,98.54166666666667,0.0,0.0,0.0,0,464.33892822265625,0.9673727750778198
1000000,480,128.26853942871094,-0.3493143618106842,0.05097883567214012,0.05097883567214012,0.05097883567214012,24.46984100341797,24.46984100341797,24.46984100341797,0.9725270867347717,85.20833333333333,0.0,6.666666666666667,0.0,0,429.0049743652344,0.8937603831291199
1100000,480,127.9257583618164,-0.38546815514564514,0.04694252088665962,0.04694252088665962,0.04694252088665962,22.53240966796875,22.53240966796875,22.53240966796875,0.9008107781410217,80.625,0.0,14.583333333333334,0.0,0,414.12078857421875,0.8627516627311707
1200000,480,124.4350357055664,-0.3826058804988861,0.044643256813287735,0.044643256813287735,0.044643256813287735,21.428762435913086,21.428762435913086,21.428762435913086,0.8698487877845764,91.66666666666666,0.0,6.041666666666667,0.0,0,448.456787109375,0.9342849850654602
1300000,480,122.21007537841797,-0.4122779965400696,0.04860586300492287,0.04860586300492287,0.04860586300492287,23.330814361572266,23.330814361572266,23.330814361572266,0.9384652972221375,91.66666666666666,0.0,7.5,0.0,0,443.16094970703125,0.9232519865036011
1400000,480,128.2334747314453,-0.460954487323761,0.0480172373354435,0.0480172373354435,0.0480172373354435,23.04827308654785,23.04827308654785,23.04827308654785,0.9186256527900696,82.08333333333333,0.0,7.916666666666666,0.0,0,420.9404296875,0.8769592046737671
1500000,480,128.15933227539062,-0.45592430233955383,0.04666092246770859,0.04666092246770859,0.04666092246770859,22.39724349975586,22.39724349975586,22.39724349975586,0.9032503962516785,87.5,0.0,5.833333333333333,0.0,0,431.4058837890625,0.8987622857093811
1600000,343,128.12554931640625,-0.3939938545227051,0.04785824194550514,0.04785824194550514,0.04785824194550514,16.415376663208008,16.415376663208008,16.415376663208008,0.9272619485855103,92.71137026239067,0.0,7.288629737609329,0.0,0,319.36737060546875,0.9311001896858215
1700000,480,118.67253112792969,-0.5256431102752686,0.04924234375357628,0.04924234375357628,0.04924234375357628,23.63632583618164,23.63632583618164,23.63632583618164,0.9470560550689697,81.45833333333333,0.0,10.416666666666668,0.0,0,421.0556335449219,0.8771992325782776
1800000,471,122.29133605957031,-0.4706566035747528,0.05118495598435402,0.05118495598435402,0.05118495598435402,24.10811424255371,24.10811424255371,24.10811424255371,0.9769929051399231,78.343949044586,0.0,15.92356687898089,0.0,0,401.7010498046875,0.8528684973716736
1900000,480,124.15303039550781,-0.4383837878704071,0.04726821556687355,0.04726821556687355,0.04726821556687355,22.688743591308594,22.688743591308594,22.688743591308594,0.923016369342804,87.5,0.0,4.583333333333333,0.0,0,437.5096740722656,0.9114784598350525
2000000,480,132.2220916748047,-0.40847980976104736,0.04513919726014137,0.04513919726014137,0.04513919726014137,21.66681480407715,21.66681480407715,21.66681480407715,0.8762926459312439,96.04166666666667,0.0,0.0,0.0,0,460.9112854003906,0.9602318406105042
2100000,480,126.34541320800781,-0.407204806804657,0.04610644280910492,0.04610644280910492,0.04610644280910492,22.131092071533203,22.131092071533203,22.131092071533203,0.8860114216804504,76.04166666666666,0.0,12.083333333333334,0.0,0,403.9206848144531,0.8415014147758484
2200000,480,128.36253356933594,-0.39452144503593445,0.04326028749346733,0.04326028749346733,0.04326028749346733,20.764938354492188,20.764938354492188,20.764938354492188,0.8457059264183044,90.20833333333333,0.0,2.2916666666666665,0.0,0,445.68646240234375,0.9285134673118591
2300000,480,120.38268280029297,-0.5393161177635193,0.04991992190480232,0.04991992190480232,0.04991992190480232,23.961563110351562,23.961563110351562,23.961563110351562,0.9592633843421936,84.375,0.0,11.458333333333332,0.0,0,423.1593322753906,0.8815819621086121
2400000,480,126.5058364868164,-0.4745047688484192,0.052652426064014435,0.052652426064014435,0.052652426064014435,25.273164749145508,25.273164749145508,25.273164749145508,1.0154093503952026,88.54166666666666,0.0,7.083333333333333,0.0,0,437.8777160644531,0.9122452139854431
2500000,480,127.83317565917969,-0.4825148284435272,0.05148156359791756,0.05148156359791756,0.05148156359791756,24.711151123046875,24.711151123046875,24.711151123046875,0.986678957939148,83.95833333333333,0.0,5.625,0.0,0,424.4105224609375,0.8841885924339294
2600000,480,132.81748962402344,-0.3341411054134369,0.04813021793961525,0.04813021793961525,0.04813021793961525,23.10250473022461,23.10250473022461,23.10250473022461,0.9140760898590088,89.79166666666667,0.0,0.0,0.0,0,443.05267333984375,0.9230263829231262
2700000,248,124.02149200439453,-0.4288007616996765,0.05117745324969292,0.05117745324969292,0.05117745324969292,12.692008018493652,12.692008018493652,12.692008018493652,1.0122636556625366,73.79032258064517,0.0,14.516129032258066,0.0,0,201.81939697265625,0.8137878775596619
2800000,480,129.2310028076172,-0.488889217376709,0.0441085509955883,0.0441085509955883,0.0441085509955883,21.172103881835938,21.172103881835938,21.172103881835938,0.8632175326347351,85.20833333333333,0.0,9.375,0.0,0,431.6226501464844,0.8992138504981995
2900000,465,128.51742553710938,-0.5224325060844421,0.05027846619486809,0.05027846619486809,0.05027846619486809,23.379486083984375,23.379486083984375,23.379486083984375,0.9768139719963074,86.02150537634408,0.0,8.60215053763441,0.0,0,412.5634765625,0.8872332572937012
3000000,480,121.31369018554688,-0.4866158664226532,0.051487088203430176,0.051487088203430176,0.051487088203430176,24.713802337646484,24.713802337646484,24.713802337646484,0.988906979560852,87.29166666666667,0.0,8.333333333333332,0.0,0,433.6231994628906,0.9033816456794739
3100000,480,124.14904022216797,-0.4241136610507965,0.052956342697143555,0.052956342697143555,0.052956342697143555,25.419044494628906,25.419044494628906,25.419044494628906,1.0167301893234253,85.83333333333333,0.0,8.75,0.0,0,434.018798828125,0.904205858707428
3200000,473,121.86051940917969,-0.5225497484207153,0.051261287182569504,0.051261287182569504,0.051261287182569504,24.24658966064453,24.24658966064453,24.24658966064453,0.9853695631027222,76.53276955602537,0.0,15.644820295983086,0.0,0,392.8965148925781,0.8306480050086975
