episode,timestep,reward,episode_length
0,46,36.58659362792969,46
1,87,30.30276870727539,41
2,130,31.799760818481445,43
3,178,36.897430419921875,48
4,216,30.234027862548828,38
5,268,35.062129974365234,52
6,313,38.63109588623047,45
7,358,35.511680603027344,45
8,420,35.146793365478516,62
9,467,32.91444778442383,47
10,506,32.95743179321289,39
11,545,30.213891983032227,39
12,588,32.36448669433594,43
13,636,29.19826889038086,48
14,677,32.592506408691406,41
15,720,35.05519485473633,43
16,758,31.61478042602539,38
17,799,31.339372634887695,41
18,847,34.96092224121094,48
19,888,32.526763916015625,41
20,932,34.788326263427734,44
21,968,30.227746963500977,36
22,1016,32.02376937866211,48
23,1060,33.37700271606445,44
24,1094,28.658525466918945,34
25,1139,33.58920669555664,45
26,1208,42.46113204956055,69
27,1246,31.101398468017578,38
28,1303,42.259483337402344,57
29,1355,32.48503494262695,52
30,1403,36.93674850463867,48
31,1448,37.398738861083984,45
32,1481,27.84452247619629,33
33,1519,30.616792678833008,38
34,1559,28.947961807250977,40
35,1599,33.339744567871094,40
36,1639,31.494409561157227,40
37,1679,30.429567337036133,40
38,1718,28.185020446777344,39
39,1760,36.29494857788086,42
40,1803,33.66060256958008,43
41,1840,30.129758834838867,37
42,1896,35.97882843017578,56
43,1935,31.7580509185791,39
44,1985,27.111366271972656,50
45,2029,34.98957443237305,44
46,2066,28.97536277770996,37
47,2103,27.578964233398438,37
48,2150,38.54425811767578,47
49,2192,36.55870056152344,42
50,2229,29.77985191345215,37
51,2263,28.211523056030273,34
52,2301,30.112255096435547,38
53,2340,30.028112411499023,39
54,2400,33.030494689941406,60
55,2439,29.905447006225586,39
56,2464,20.537364959716797,25
57,2512,31.68667221069336,48
58,2572,38.4635009765625,60
59,2620,32.53916549682617,48
60,2672,34.04381561279297,52
61,2722,34.221168518066406,50
62,2755,26.73676109313965,33
63,2800,34.078304290771484,45
64,2841,35.6987190246582,41
65,2895,36.354976654052734,54
66,2941,36.01924514770508,46
67,2981,23.433149337768555,40
68,3019,27.210813522338867,38
69,3068,35.92550277709961,49
70,3113,37.48865509033203,45
71,3157,34.04172134399414,44
72,3201,38.41682815551758,44
73,3250,37.28870391845703,49
74,3297,34.71214294433594,47
75,3339,31.898012161254883,42
76,3369,23.143430709838867,30
77,3417,39.94581604003906,48
78,3473,39.422691345214844,56
79,3509,25.993038177490234,36
80,3567,40.1519775390625,58
81,3611,35.355045318603516,44
82,3651,31.64679718017578,40
83,3690,30.443218231201172,39
84,3724,26.992572784423828,34
85,3764,32.1611442565918,40
86,3808,33.199642181396484,44
87,3849,30.919937133789062,41
88,3895,37.601219177246094,46
89,3940,35.22489547729492,45
90,3991,33.31376266479492,51
91,4037,35.53236389160156,46
92,4066,24.063919067382812,29
93,4101,28.334529876708984,35
94,4148,31.70416831970215,47
95,4195,37.651756286621094,47
96,4243,39.86664581298828,48
97,4279,28.6761531829834,36
98,4318,28.68023109436035,39
99,4363,37.993431091308594,45
100,4399,27.719114303588867,36
101,4440,34.26639938354492,41
102,4488,37.74594497680664,48
103,4535,36.01695251464844,47
104,4582,38.30696487426758,47
105,4626,38.9803466796875,44
106,4672,36.45109176635742,46
107,4717,35.430118560791016,45
108,4755,31.52017593383789,38
109,4813,49.8537712097168,58
110,4858,35.34236145019531,45
111,4904,37.112693786621094,46
112,4939,29.055238723754883,35
113,4973,27.528059005737305,34
114,5044,49.466976165771484,71
115,5103,34.86485290527344,59
116,5139,28.998714447021484,36
117,5194,41.15373992919922,55
118,5232,26.926727294921875,38
119,5279,40.55546951293945,47
120,5320,34.171714782714844,41
121,5355,27.02288055419922,35
122,5393,30.85538101196289,38
123,5438,31.49388885498047,45
124,5471,27.32354164123535,33
125,5520,39.192440032958984,49
126,5558,30.686931610107422,38
127,5605,37.986507415771484,47
128,5651,36.3835563659668,46
129,5693,32.600223541259766,42
130,5740,31.64154624938965,47
131,5815,42.40642547607422,75
132,5860,31.02958869934082,45
133,5905,34.12825012207031,45
134,5939,25.646358489990234,34
135,6007,48.87480163574219,68
136,6045,31.786272048950195,38
137,6106,40.32322311401367,61
138,6147,30.55634880065918,41
139,6208,55.3806037902832,61
140,6258,34.138668060302734,50
141,6298,32.525901794433594,40
142,6336,29.88113784790039,38
143,6378,30.541118621826172,42
144,6413,27.31241226196289,35
145,6457,33.25224304199219,44
146,6510,46.593318939208984,53
147,6553,30.597026824951172,43
148,6608,40.75156784057617,55
149,6646,31.425840377807617,38
150,6691,37.64531707763672,45
151,6741,37.462242126464844,50
152,6784,36.3635368347168,43
153,6832,36.88859558105469,48
154,6897,58.60551834106445,65
155,6947,38.219783782958984,50
156,7002,44.25709533691406,55
157,7046,39.28400421142578,44
158,7086,33.92859649658203,40
159,7125,31.509382247924805,39
160,7169,33.836158752441406,44
161,7202,25.853092193603516,33
162,7235,25.23235511779785,33
