number,value,state,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,user_attrs_best_mean_reward,duration,datetime_start,datetime_complete
0,295.1129455566406,COMPLETE,240,0.26595203212501467,0.0001,0.8810868655745342,0.9970916453488631,0.004827918271505639,0.9618523949898521,20,480,"256,128",0.7242694533656457,295.1129455566406,0 days 00:29:09.346559,2026-05-28 11:44:44.061294,2026-05-28 12:13:53.407853
1,134.77093505859375,COMPLETE,480,0.10362036881709853,0.1,0.9435714331366789,0.9969584053419372,0.0037874956263234953,0.40687897503733106,10,960,"128,128",0.7157330693733144,134.77093505859375,0 days 00:26:22.165539,2026-05-28 12:13:53.422849,2026-05-28 12:40:15.588388
2,181.70849609375,COMPLETE,80,0.1113265890569508,0.05,0.8560517325006664,0.9973317523784406,0.00023985443590802185,0.5911420612234458,15,1920,"128,128",0.6106995862037057,181.70849609375,0 days 00:29:01.640071,2026-05-28 12:40:15.805447,2026-05-28 13:09:17.445518
3,135.6181640625,COMPLETE,80,0.15295422120980323,0.0,0.8846954783397551,0.9968202926826999,0.0001298687728864289,0.6811298350028534,15,1920,"256,256",0.5291535374419338,135.6181640625,0 days 00:28:30.347935,2026-05-28 13:09:17.655572,2026-05-28 13:37:48.003507
4,292.0201721191406,COMPLETE,240,0.2291453485691083,0.005,0.881292469520011,0.983320688042169,0.0006381481299042592,0.5863514804643205,10,1440,"256,256",0.25529017880959104,292.0201721191406,0 days 00:29:22.907167,2026-05-28 13:37:48.217426,2026-05-28 14:07:11.124593
5,242.4321746826172,COMPLETE,60,0.2817182288915923,0.0,0.9362086893171501,0.9899918702909719,0.0002098061489769299,0.8048515860762802,15,1920,"128,128",0.6485076214209384,242.4321746826172,0 days 00:28:51.258704,2026-05-28 14:07:11.338141,2026-05-28 14:36:02.596845
