Complexity,Loss,Equation
1,0.030813117,"x26"
3,0.030233556,"x26 / 1.0511298"
5,0.028251324,"x26 + (x19 * -0.10532429)"
6,0.023588916,"sin(x26 + (0.057260707 / x2))"
8,0.015915636,"sin(((0.097877756 / x2) + x26) - 0.1002533)"
10,0.015161571,"sin(x26 + ((0.12991738 / x2) - log(sqrt(1.3157575))))"
